Gene	OMIM_ID	original_url	lsdb_home_url	comments
IGF1	147440	http://www.LOVD.nl/IGF1	http://chromium.liacs.nl/LOVD2/growth/home.php?select_db=IGF1	
IGF1R	147370	http://www.LOVD.nl/IGF1R	http://chromium.liacs.nl/LOVD2/growth/home.php?select_db=IGF1R	
IGF2	147470	http://www.LOVD.nl/IGF2	http://chromium.liacs.nl/LOVD2/growth/home.php?select_db=IGF2	
IGFALS	601489	http://www.LOVD.nl/IGFALS	http://chromium.liacs.nl/LOVD2/growth/home.php?select_db=IGFALS	
IGSF1	300137	http://www.LOVD.nl/IGSF1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=IGSF1	
IKBKG	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=IKBKG	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=IKBKG	
IL13RA1	300119	http://www.LOVD.nl/IL13RA1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=IL13RA1	
IL13RA2	300130	http://www.LOVD.nl/IL13RA2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=IL13RA2	
IL1RAPL1	300206	http://www.LOVD.nl/IL1RAPL1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=IL1RAPL1	
IL1RAPL2	300277	http://www.LOVD.nl/IL1RAPL2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=IL1RAPL2	
IL2RG	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=IL2RG	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=IL2RG	
IL2RG	NA	https://research.cchmc.org/LOVD/home.php?select_db=IL2RG	https://research.cchmc.org/LOVD/home.php?select_db=IL2RG	
IL9R	300007	http://www.LOVD.nl/IL9R	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=IL9R	
INE1	300164	http://www.LOVD.nl/INE1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=INE1	
IQSEC2	300522	http://www.LOVD.nl/IQSEC2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=IQSEC2	
IRAK1	300283	http://www.LOVD.nl/IRAK1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=IRAK1	
IRS4	603510	http://www.LOVD.nl/IRS4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=IRS4	
ISCU	NA	http://www.dmd.nl/nmdb2/home.php?select_db=ISCU	http://www.dmd.nl/nmdb2/home.php?select_db=ISCU	
ITGA7	NA	http://www.dmd.nl/nmdb2/home.php?select_db=ITGA7	http://www.dmd.nl/nmdb2/home.php?select_db=ITGA7	
ITIH5L	NA	http://www.LOVD.nl/ITIH5L	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=ITIH5L	
ITM2A	300222	http://www.LOVD.nl/ITM2A	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=ITM2A	
JAG1	NA	http://www.china-hvp.org/LOVD/home.php?select_db=JAG1	http://www.china-hvp.org/LOVD/home.php?select_db=JAG1	
JAG1	NA	http://www.genomed.org/LOVD/home.php?select_db=JAG1	http://www.genomed.org/LOVD/home.php?select_db=JAG1	
JAG1	NA	https://research.cchmc.org/LOVD/home.php?select_db=JAG1	https://research.cchmc.org/LOVD/home.php?select_db=JAG1	
JUP	NA	http://grenada.lumc.nl/LOVD2/ARVC/home.php?select_db=JUP	http://grenada.lumc.nl/LOVD2/ARVC/home.php?select_db=JUP	
KAL1	308700	http://www.LOVD.nl/KAL1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=KAL1	
KCND1	300281	http://www.LOVD.nl/KCND1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=KCND1	
KCNE1	176261	http://china-hvp.org/LOVD/?select_db=KCNE1	http://www.china-hvp.org/LOVD/home.php?select_db=KCNE1	
KCNE1	176261	http://www.genomed.org/LOVD/home.php?select_db=KCNE1	http://www.genomed.org/LOVD/home.php?select_db=KCNE1	
KCNE1	176261	https://research.cchmc.org/LOVD/home.php?select_db=KCNE1	https://research.cchmc.org/LOVD/home.php?select_db=KCNE1	
KCNE1L	300328	http://www.LOVD.nl/KCNE1L	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=KCNE1L	
KCNE2	NA	http://www.china-hvp.org/LOVD/home.php?select_db=KCNE2	http://www.china-hvp.org/LOVD/home.php?select_db=KCNE2	
KCNE2	NA	http://www.genomed.org/LOVD/home.php?select_db=KCNE2	http://www.genomed.org/LOVD/home.php?select_db=KCNE2	
KCNH2	152427	http://china-hvp.org/LOVD/?select_db=KCNH2	http://www.china-hvp.org/LOVD/home.php?select_db=KCNH2	
KCNH2	152427	http://www.genomed.org/LOVD/home.php?select_db=KCNH2	http://www.genomed.org/LOVD/home.php?select_db=KCNH2	
KCNJ2	NA	http://www.china-hvp.org/LOVD/home.php?select_db=KCNJ2	http://www.china-hvp.org/LOVD/home.php?select_db=KCNJ2	
KCNJ2	NA	http://www.genomed.org/LOVD/home.php?select_db=KCNJ2	http://www.genomed.org/LOVD/home.php?select_db=KCNJ2	
KCNQ1	607542	http://china-hvp.org/LOVD/?select_db=KCNQ1	http://www.china-hvp.org/LOVD/home.php?select_db=KCNQ1	
KCNQ1	607542	http://www.genomed.org/LOVD/home.php?select_db=KCNQ1	http://www.genomed.org/LOVD/home.php?select_db=KCNQ1	
KCNQ1	607542	https://research.cchmc.org/LOVD/home.php?select_db=KCNQ1	https://research.cchmc.org/LOVD/home.php?select_db=KCNQ1	
KDM5C	314690	http://www.LOVD.nl/KDM5C	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=KDM5C	
KDM6A	300128	http://www.LOVD.nl/KDM6A	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=KDM6A	
KDR	NA	http://lovd.bx.psu.edu/home.php?select_db=KDR	http://lovd.bx.psu.edu/home.php?select_db=KDR	
KIAA2022	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=KIAA2022	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=KIAA2022	
KIF4A	300521	http://www.LOVD.nl/KIF4A	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=KIF4A	
KL	NA	http://lovd.bx.psu.edu/home.php?select_db=KL	http://lovd.bx.psu.edu/home.php?select_db=KL	
KLHL13	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=KLHL13	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=KLHL13	
KLHL15	NA	http://www.LOVD.nl/KLHL15	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=KLHL15	
KLHL4	300348	http://www.LOVD.nl/KLHL4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=KLHL4	
KRT9	NA	http://www.china-hvp.org/LOVD/home.php?select_db=KRT9	http://www.china-hvp.org/LOVD/home.php?select_db=KRT9	
KRT9	NA	http://www.genomed.org/LOVD/home.php?select_db=KRT9	http://www.genomed.org/LOVD/home.php?select_db=KRT9	
L1CAM	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=L1CAM	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=L1CAM	
L1CAM	NA	http://ngrl.man.ac.uk/lovd2/home.php?select_db=L1CAM	http://ngrl.man.ac.uk/lovd2/home.php?select_db=L1CAM	
L2HGDH	609584	http://www.LOVD.nl/L2HGDH	http://grenada.lumc.nl/LOVD2/vumc/home.php?select_db=L2HGDH	
LAMA2	NA	http://www.dmd.nl/nmdb2/home.php?select_db=LAMA2	http://www.dmd.nl/nmdb2/home.php?select_db=LAMA2	
LAMP2	309060	http://www.LOVD.nl/LAMP2	http://www.dmd.nl/nmdb2/home.php?select_db=LAMP2	
LAMP2	309060	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=LAMP2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=LAMP2	
LANCL3	NA	http://www.LOVD.nl/LANCL3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=LANCL3	
LARGE	NA	http://www.dmd.nl/nmdb2/home.php?select_db=LARGE	http://www.dmd.nl/nmdb2/home.php?select_db=LARGE	
LAS1L	NA	http://www.LOVD.nl/LAS1L	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=LAS1L	
LDB3	NA	http://www.dmd.nl/nmdb2/home.php?select_db=LDB3	http://www.dmd.nl/nmdb2/home.php?select_db=LDB3	
LEPRE1	NA	https://oi.gene.le.ac.uk/home.php?select_db=LEPRE1	https://oi.gene.le.ac.uk/home.php?select_db=LEPRE1	
LHFPL1	300566	http://www.LOVD.nl/LHFPL1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=LHFPL1	
LIM2	NA	http://grenada.lumc.nl/LOVD2/eye/home.php?select_db=LIM2	http://grenada.lumc.nl/LOVD2/eye/home.php?select_db=LIM2	
LMNA	NA	http://www.dmd.nl/nmdb2/home.php?select_db=LMNA	http://www.dmd.nl/nmdb2/home.php?select_db=LMNA	
LONRF3	NA	http://www.LOVD.nl/LONRF3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=LONRF3	
LPAR4	300086	http://www.LOVD.nl/LPAR4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=LPAR4	
LRCH2	NA	http://www.LOVD.nl/LRCH2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=LRCH2	
LRP5	NA	http://chromium.liacs.nl/LOVD2/home.php?select_db=LRP5	http://chromium.liacs.nl/LOVD2/home.php?select_db=LRP5	
LRRK2	609007	http://www.LOVD.nl/LRRK2	http://grenada.lumc.nl/LOVD2/TPI/home.php?select_db=LRRK2	
LUZP4	300616	http://www.LOVD.nl/LUZP4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=LUZP4	
MAF	NA	http://grenada.lumc.nl/LOVD2/eye/home.php?select_db=MAF	http://grenada.lumc.nl/LOVD2/eye/home.php?select_db=MAF	
MAGEA1	300016	http://www.LOVD.nl/MAGEA1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEA1	
MAGEA11	300344	http://www.LOVD.nl/MAGEA11	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEA11	
MAGEA12	300177	http://www.LOVD.nl/MAGEA12	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEA12	
MAGEA3	300174	http://www.LOVD.nl/MAGEA3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEA3	
MAGEA4	300175	http://www.LOVD.nl/MAGEA4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEA4	
MAGEA5	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEA5	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEA5	
MAGEA8	300341	http://www.LOVD.nl/MAGEA8	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEA8	
MAGEB1	300097	http://www.LOVD.nl/MAGEB1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEB1	
MAGEB10	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEB10	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEB10	
MAGEB18	NA	http://www.LOVD.nl/MAGEB18	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEB18	
MAGEB2	300098	http://www.LOVD.nl/MAGEB2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEB2	
MAGEB3	300152	http://www.LOVD.nl/MAGEB3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEB3	
MAGEB4	300153	http://www.LOVD.nl/MAGEB4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEB4	
MAGEB5	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEB5	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEB5	
MAGEB6	300467	http://www.LOVD.nl/MAGEB6	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEB6	
MAGEC1	300223	http://www.LOVD.nl/MAGEC1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEC1	
MAGEC2	300468	http://www.LOVD.nl/MAGEC2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEC2	
MAGEC3	300469	http://www.LOVD.nl/MAGEC3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEC3	
MAGED1	300224	http://www.LOVD.nl/MAGED1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGED1	
MAGED2	300470	http://www.LOVD.nl/MAGED2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGED2	
MAGEE1	300759	http://www.LOVD.nl/MAGEE1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEE1	
MAGEE2	300760	http://www.LOVD.nl/MAGEE2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEE2	
MAGEH1	300548	http://www.LOVD.nl/MAGEH1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGEH1	
MAGT1	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGT1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAGT1	
MAMLD1	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAMLD1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAMLD1	
MAOA	309850	http://www.LOVD.nl/MAOA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAOA	
MAOB	309860	http://www.LOVD.nl/MAOB	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAOB	
MAP2K1	NA	http://lovd.bx.psu.edu/home.php?select_db=MAP2K1	http://lovd.bx.psu.edu/home.php?select_db=MAP2K1	
MAP3K15	NA	http://www.LOVD.nl/MAP3K15	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAP3K15	
MAP3K5	NA	http://lovd.bx.psu.edu/home.php?select_db=MAP3K5	http://lovd.bx.psu.edu/home.php?select_db=MAP3K5	
MAP3K7	NA	http://lovd.bx.psu.edu/home.php?select_db=MAP3K7	http://lovd.bx.psu.edu/home.php?select_db=MAP3K7	
MAP7D2	NA	http://www.LOVD.nl/MAP7D2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAP7D2	
MAP7D3	NA	http://www.LOVD.nl/MAP7D3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MAP7D3	
MATR3	NA	http://www.dmd.nl/nmdb2/home.php?select_db=MATR3	http://www.dmd.nl/nmdb2/home.php?select_db=MATR3	
MBNL3	300413	http://www.LOVD.nl/MBNL3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MBNL3	
MBTPS2	300294	http://www.LOVD.nl/MBTPS2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MBTPS2	
MCF2	311030	http://www.LOVD.nl/MCF2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MCF2	
MECP2	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MECP2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MECP2	
MECP2	NA	https://research.cchmc.org/LOVD/home.php?select_db=MECP2	https://research.cchmc.org/LOVD/home.php?select_db=MECP2	
MED12	300188	http://www.LOVD.nl/MED12	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MED12	
MED14	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MED14	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MED14	
MID1	300552	http://www.LOVD.nl/MID1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MID1	
MID2	300204	http://www.LOVD.nl/MID2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MID2	
MITF	NA	http://grenada.lumc.nl/LOVD2/WS/home.php?select_db=MITF	http://grenada.lumc.nl/LOVD2/WS/home.php?select_db=MITF	
MLH1	120436	http://www.LOVD.nl/MLH1	http://chromium.liacs.nl/LOVD2/colon_cancer/home.php?select_db=MLH1	
MLH1	120436	http://www.china-hvp.org/LOVD/home.php?select_db=MLH1	http://www.china-hvp.org/LOVD/home.php?select_db=MLH1	
MLH1	120436	http://www.genomed.org/LOVD/home.php?select_db=MLH1	http://www.genomed.org/LOVD/home.php?select_db=MLH1	
MLH3	NA	http://chromium.liacs.nl/LOVD2/colon_cancer/home.php?select_db=MLH3	http://chromium.liacs.nl/LOVD2/colon_cancer/home.php?select_db=MLH3	
MLH3	NA	http://www.china-hvp.org/LOVD/home.php?select_db=MLH3	http://www.china-hvp.org/LOVD/home.php?select_db=MLH3	
MLH3	NA	http://www.genomed.org/LOVD/home.php?select_db=MLH3	http://www.genomed.org/LOVD/home.php?select_db=MLH3	
MMAA	NA	http://www.china-hvp.org/LOVD/home.php?select_db=MMAA	http://www.china-hvp.org/LOVD/home.php?select_db=MMAA	
MMAA	NA	http://www.genomed.org/LOVD/home.php?select_db=MMAA	http://www.genomed.org/LOVD/home.php?select_db=MMAA	
MMACHA	NA	http://www.genomed.org/LOVD/home.php?select_db=MMACHA	http://www.genomed.org/LOVD/home.php?select_db=MMACHA	
MMACHC	NA	http://www.china-hvp.org/LOVD/home.php?select_db=MMACHC	http://www.china-hvp.org/LOVD/home.php?select_db=MMACHC	
MORC4	NA	http://www.LOVD.nl/MORC4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MORC4	
MOSPD2	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MOSPD2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MOSPD2	
MPP1	305360	http://www.LOVD.nl/MPP1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MPP1	
MSH2	609309	http://www.LOVD.nl/MSH2	http://chromium.liacs.nl/LOVD2/colon_cancer/home.php?select_db=MSH2	
MSH2	609309	http://www.china-hvp.org/LOVD/home.php?select_db=MSH2	http://www.china-hvp.org/LOVD/home.php?select_db=MSH2	
MSH2	609309	http://www.genomed.org/LOVD/home.php?select_db=MSH2	http://www.genomed.org/LOVD/home.php?select_db=MSH2	
MSH6	600678	http://www.LOVD.nl/MSH6	http://chromium.liacs.nl/LOVD2/colon_cancer/home.php?select_db=MSH6	
MSH6	600678	http://www.china-hvp.org/LOVD/home.php?select_db=MSH6	http://www.china-hvp.org/LOVD/home.php?select_db=MSH6	
MSH6	600678	http://www.genomed.org/LOVD/home.php?select_db=MSH6	http://www.genomed.org/LOVD/home.php?select_db=MSH6	
MSL3	300609	http://www.LOVD.nl/MSL3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MSL3	
MSN	309845	http://www.LOVD.nl/MSN	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MSN	
MSTN	NA	http://www.dmd.nl/nmdb2/home.php?select_db=MSTN	http://www.dmd.nl/nmdb2/home.php?select_db=MSTN	
MTM1	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MTM1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MTM1	
MTM1	NA	http://www.dmd.nl/nmdb2/home.php?select_db=MTM1	http://www.dmd.nl/nmdb2/home.php?select_db=MTM1	
MTMR1	300171	http://www.LOVD.nl/MTMR1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MTMR1	
MTMR14	NA	http://www.dmd.nl/nmdb2/home.php?select_db=MTMR14	http://www.dmd.nl/nmdb2/home.php?select_db=MTMR14	
MTMR8	NA	http://www.LOVD.nl/MTMR8	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MTMR8	
MUM1L1	NA	http://www.LOVD.nl/MUM1L1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MUM1L1	
MUT	NA	http://www.china-hvp.org/LOVD/home.php?select_db=MUT	http://www.china-hvp.org/LOVD/home.php?select_db=MUT	
MUT	NA	http://www.genomed.org/LOVD/home.php?select_db=MUT	http://www.genomed.org/LOVD/home.php?select_db=MUT	
MUTYH	604933	http://www.LOVD.nl/MUTYH	http://chromium.liacs.nl/LOVD2/colon_cancer/home.php?select_db=MUTYH	
MXRA5	NA	http://www.LOVD.nl/MXRA5	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=MXRA5	
MYB	NA	http://lovd.bx.psu.edu/home.php?select_db=MYB	http://lovd.bx.psu.edu/home.php?select_db=MYB	
MYO6	NA	https://research.cchmc.org/LOVD/home.php?select_db=MYO6	https://research.cchmc.org/LOVD/home.php?select_db=MYO6	
MYO7A	NA	http://grenada.lumc.nl/LOVD2/Usher_montpellier/home.php?select_db=MYO7A	http://grenada.lumc.nl/LOVD2/Usher_montpellier/home.php?select_db=MYO7A	
MYO7A	NA	https://research.cchmc.org/LOVD/home.php?select_db=MYO7A	https://research.cchmc.org/LOVD/home.php?select_db=MYO7A	
MYOT	NA	http://www.dmd.nl/nmdb2/home.php?select_db=MYOT	http://www.dmd.nl/nmdb2/home.php?select_db=MYOT	
NAGS	608300	http://www.LOVD.nl/NAGS	http://chromium.liacs.nl/LOVD2/home.php?select_db=NAGS	
NAP1L2	300026	http://www.LOVD.nl/NAP1L2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NAP1L2	
NAP1L3	300117	http://www.LOVD.nl/NAP1L3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NAP1L3	
NAP1L6	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NAP1L6	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NAP1L6	
NBN	NA	http://chromium.liacs.nl/LOVD2/home.php?select_db=NBN	http://chromium.liacs.nl/LOVD2/home.php?select_db=NBN	
NCBP2L	NA	http://www.LOVD.nl/NCBP2L	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NCBP2L	
NCRNA00105	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NCRNA00105	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NCRNA00105	
NDUFA1	300078	http://www.LOVD.nl/NDUFA1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NDUFA1	
NEB	NA	http://www.dmd.nl/nmdb2/home.php?select_db=NEB	http://www.dmd.nl/nmdb2/home.php?select_db=NEB	
NF1_germline	NA	http://medgen.ugent.be/LOVD2/home.php?select_db=NF1_germline	http://medgen.ugent.be/LOVD2/home.php?select_db=NF1_germline	
NF1_somatic	NA	http://medgen.ugent.be/LOVD2/home.php?select_db=NF1_somatic	http://medgen.ugent.be/LOVD2/home.php?select_db=NF1_somatic	
NHS	300457	http://www.LOVD.nl/NHS	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NHS	
NHSL2	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NHSL2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NHSL2	
NIPBL	608667	http://www.LOVD.nl/NIPBL	http://grenada.lumc.nl/LOVD2/CDLS/home.php?select_db=NIPBL	
NKAP	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NKAP	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NKAP	
NKRF	300440	http://www.LOVD.nl/NKRF	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NKRF	
NLGN3	300336	http://www.LOVD.nl/NLGN3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NLGN3	
NLGN4X	300427	http://www.LOVD.nl/NLGN4X	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NLGN4X	
NOS1	NA	http://lovd.bx.psu.edu/home.php?select_db=NOS1	http://lovd.bx.psu.edu/home.php?select_db=NOS1	
NOS2A	NA	http://lovd.bx.psu.edu/home.php?select_db=NOS2A	http://lovd.bx.psu.edu/home.php?select_db=NOS2A	
NOS3	NA	http://lovd.bx.psu.edu/home.php?select_db=NOS3	http://lovd.bx.psu.edu/home.php?select_db=NOS3	
NOTCH2	NA	http://www.china-hvp.org/LOVD/home.php?select_db=NOTCH2	http://www.china-hvp.org/LOVD/home.php?select_db=NOTCH2	
NOTCH3	600276	http://www.LOVD.nl/NOTCH3	http://chromium.liacs.nl/LOVD2/home.php?select_db=NOTCH3	
NOX1	300225	http://www.LOVD.nl/NOX1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NOX1	
NOX3	NA	http://lovd.bx.psu.edu/home.php?select_db=NOX3	http://lovd.bx.psu.edu/home.php?select_db=NOX3	
NR0B1	300473	http://www.LOVD.nl/NROB1	http://chromium.liacs.nl/LOVD2/home.php?select_db=NR0B1	
NR0B1	300473	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NR0B1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NR0B1	
NR2E3	604485	http://www.LOVD.nl/eye	http://grenada.lumc.nl/LOVD2/eye/home.php?select_db=NR2E3	
NRK	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NRK	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NRK	
NSD1	606681	http://www.LOVD.nl/NSD1	http://chromium.liacs.nl/LOVD2/home.php?select_db=NSD1	
NSDHL	300275	http://www.LOVD.nl/NSDHL	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NSDHL	
NUP133	NA	http://lovd.bx.psu.edu/home.php?select_db=NUP133	http://lovd.bx.psu.edu/home.php?select_db=NUP133	
NUP62CL	NA	http://www.LOVD.nl/NUP62CL	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NUP62CL	
NXF3	300316	http://www.LOVD.nl/NXF3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NXF3	
NXF5	300319	http://www.LOVD.nl/NXF5	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=NXF5	
ODZ1	300588	http://www.LOVD.nl/ODZ1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=ODZ1	
OFD1	300170	http://www.LOVD.nl/OFD1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=OFD1	
OGT	300255	http://www.LOVD.nl/OGT	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=OGT	
OPHN1	300127	http://www.LOVD.nl/OPHN1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=OPHN1	
OTC	300461	http://www.LOVD.nl/OTC	http://chromium.liacs.nl/LOVD2/home.php?select_db=OTC	
OTC	300461	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=OTC	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=OTC	
OTOF	NA	https://research.cchmc.org/LOVD/home.php?select_db=OTOF	https://research.cchmc.org/LOVD/home.php?select_db=OTOF	
P2RY10	300529	http://www.LOVD.nl/P2RY10	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=P2RY10	
P2RY4	300038	http://www.LOVD.nl/P2RY4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=P2RY4	
P2RY8	300525	http://www.LOVD.nl/P2RY8	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=P2RY8	
PABPC5	300407	http://www.LOVD.nl/PABPC5	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PABPC5	
PABPN1	NA	http://www.dmd.nl/nmdb2/home.php?select_db=PABPN1	http://www.dmd.nl/nmdb2/home.php?select_db=PABPN1	
PAGE1	300288	http://www.LOVD.nl/PAGE1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PAGE1	
PAGE3	300739	http://www.LOVD.nl/PAGE3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=PAGE3	
PARK11	NA	http://grenada.lumc.nl/LOVD2/TPI/home.php?select_db=PARK11	http://grenada.lumc.nl/LOVD2/TPI/home.php?select_db=PARK11	
PARK2	602544	http://www.LOVD.nl/PARK2	http://grenada.lumc.nl/LOVD2/TPI/home.php?select_db=PARK2	
PARK7	602533	http://www.LOVD.nl/PARK7	http://grenada.lumc.nl/LOVD2/TPI/home.php?select_db=PARK7	
